Record No,Order Priority,Sales,Discount,Ship Method,Customer Name,Region,Market Segment,Product Category 1,Product Category 2,Product Category 3,Product Category 4,Ship Container,Order ID,Ordered On,Delivered On,Product Inventory
5746,3-MEDIUM,$98.39,1%,EXPRESS AIR,Elizabeth Moffitt,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 21,SMALL BOX,12859,04/11/2011,04/14/2011,IN STOCK
5747,3-MEDIUM,"$3,772.90",8%,REGULAR AIR,Thomas Boland,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Timeport L7089,SMALL BOX,12860,04/11/2011,04/18/2011,IN STOCK
5748,5-LOW,"$1,169.97",5%,REGULAR AIR,Sharelle Roach-McGee,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 5190,SMALL BOX,12861,04/11/2011,04/14/2011,IN STOCK
5749,5-LOW,$194.51,3%,EXPRESS AIR,Sharelle Roach-McGee,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 219,SMALL BOX,12861,04/11/2011,04/29/2011,OUT OF STOCK
5738,5-LOW,"$1,291.94",9%,REGULAR AIR,Ellis Ballard,WEST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 8890,SMALL BOX,12856,04/10/2011,04/13/2011,IN STOCK
5739,5-LOW,$216.08,0%,REGULAR AIR,Ellis Ballard,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1966,SMALL BOX,12856,04/10/2011,04/13/2011,IN STOCK
5740,5-LOW,"$7,104.42",3%,REGULAR AIR,Ellis Ballard,WEST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 688,SMALL BOX,12856,04/10/2011,05/02/2011,IN STOCK
5741,3-MEDIUM,$225.37,4%,EXPRESS AIR,Patrick O'Brill,EAST,CONSUMER                 ,FURNITURE,OFFICE FURNISHINGS,FRAMES,Aluminum Document Frame,SMALL PACK,12857,04/10/2011,04/12/2011,IN STOCK
5742,3-MEDIUM,$425.60,6%,REGULAR AIR,Patrick O'Brill,EAST,CONSUMER                 ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,TDK 4.7GB DVD-R,SMALL PACK,12857,04/10/2011,04/18/2011,IN STOCK
5743,4-NOT SPECIFIED,$143.60,6%,REGULAR AIR,Quincy Jones,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1910,SMALL BOX,12858,04/10/2011,04/12/2011,IN STOCK
5744,4-NOT SPECIFIED,"$5,460.48",4%,REGULAR AIR,Quincy Jones,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 7190,SMALL BOX,12858,04/10/2011,04/16/2011,IN STOCK
5734,2-HIGH,$97.57,8%,REGULAR AIR,Peter McVee,EAST,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1989,SMALL BOX,12853,04/09/2011,04/11/2011,IN STOCK
5735,5-LOW,"$1,386.92",2%,REGULAR AIR,Suzanne McNair,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1918,SMALL BOX,12854,04/09/2011,04/22/2011,IN STOCK
5736,2-HIGH,$21.13,3%,REGULAR AIR,Maxwell Schwartz,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 323,WRAP BAG,12855,04/09/2011,04/15/2011,IN STOCK
5737,2-HIGH,$843.24,6%,REGULAR AIR,Maxwell Schwartz,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1912,SMALL BOX,12855,04/09/2011,04/15/2011,IN STOCK
5732,4-NOT SPECIFIED,$254.87,0%,REGULAR AIR,Jane Waco,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1948,SMALL BOX,12852,04/08/2011,04/11/2011,IN STOCK
5733,4-NOT SPECIFIED,$520.69,2%,REGULAR AIR,Jane Waco,EAST,CORPORATE                ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Pizazz® Global Quick File™,SMALL BOX,12852,04/08/2011,04/14/2011,IN STOCK
5727,1-URGENT,$32.72,0%,REGULAR AIR,Ellis Ballard,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1977,SMALL BOX,12849,04/07/2011,04/10/2011,IN STOCK
5728,1-URGENT,$63.91,6%,REGULAR AIR,Ellis Ballard,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 200,SMALL BOX,12849,04/07/2011,04/10/2011,IN STOCK
5729,2-HIGH,"$1,602.48",6%,EXPRESS AIR,Skye Norling-Christen,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony 6162M,SMALL BOX,12850,04/07/2011,04/08/2011,IN STOCK
5730,2-HIGH,$88.38,6%,REGULAR AIR,Skye Norling-Christen,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 212,SMALL BOX,12850,04/07/2011,04/15/2011,IN STOCK
5731,5-LOW,"$1,270.73",8%,DELIVERY TRUCK,Speros Goranitis,EAST,CONSUMER                 ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Novimex Turbo Task Chair,JUMBO DRUM,12851,04/07/2011,04/10/2011,IN STOCK
5722,3-MEDIUM,$88.78,4%,REGULAR AIR,Peter McVee,WEST,CORPORATE                ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 484,SMALL BOX,12846,04/06/2011,04/08/2011,IN STOCK
5723,3-MEDIUM,$476.06,4%,REGULAR AIR,Peter McVee,WEST,CORPORATE                ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Project Tote Personal File,SMALL BOX,12846,04/06/2011,04/09/2011,IN STOCK
5724,3-MEDIUM,"$2,215.49",4%,REGULAR AIR,Jas O'Carroll,EAST,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1886,SMALL BOX,12847,04/06/2011,04/08/2011,IN STOCK
5725,3-MEDIUM,$30.35,1%,REGULAR AIR,Jas O'Carroll,EAST,CONSUMER                 ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 481,SMALL BOX,12847,04/06/2011,04/11/2011,IN STOCK
5726,1-URGENT,$268.63,0%,REGULAR AIR,Harold Pawlan,EAST,CONSUMER                 ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDER ACCESSORIES,Avery Hole Reinforcements,SMALL BOX,12848,04/06/2011,04/11/2011,IN STOCK
5721,5-LOW,$259.64,1%,REGULAR AIR,Steven Roelle,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1999,SMALL BOX,12845,04/05/2011,04/08/2011,IN STOCK
5717,1-URGENT,$846.81,6%,EXPRESS AIR,Thomas Boland,CENTRAL,CORPORATE                ,FURNITURE,OFFICE FURNISHINGS,CLOCKS,24-Hour Round Wall Clock,SMALL BOX,12841,04/04/2011,04/07/2011,IN STOCK
5718,5-LOW,$117.32,5%,EXPRESS AIR,MaryBeth Skach,WEST,HOME OFFICE              ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 349,WRAP BAG,12842,04/04/2011,04/27/2011,OUT OF STOCK
5719,1-URGENT,"$1,740.06",6%,EXPRESS AIR,Ellis Ballard,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,MicroTAC 650,SMALL BOX,12843,04/04/2011,04/10/2011,IN STOCK
5720,4-NOT SPECIFIED,"$3,719.93",7%,EXPRESS AIR,Lena Cacioppo,CENTRAL,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,StarTAC 6500,SMALL BOX,12844,04/04/2011,04/06/2011,IN STOCK
5714,5-LOW,$119.30,2%,REGULAR AIR,Pierre Wener,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1943,SMALL BOX,12839,04/03/2011,04/16/2011,OUT OF STOCK
5715,2-HIGH,$106.72,4%,REGULAR AIR,Victor Price,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 209,SMALL BOX,12840,04/03/2011,04/07/2011,IN STOCK
5716,2-HIGH,$483.31,0%,REGULAR AIR,Victor Price,EAST,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,"Memorex 4.7GB DVD-R, 3/Pack",SMALL PACK,12840,04/03/2011,04/08/2011,IN STOCK
5711,5-LOW,"$1,497.71",0%,REGULAR AIR,Thomas Seio,EAST,HOME OFFICE              ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Elite Keyboard,SMALL BOX,12837,04/02/2011,04/05/2011,IN STOCK
5712,5-LOW,$22.59,8%,REGULAR AIR,Thomas Seio,EAST,HOME OFFICE              ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 508,SMALL BOX,12837,04/02/2011,04/20/2011,IN STOCK
5713,3-MEDIUM,$164.07,9%,REGULAR AIR,Jane Waco,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 196,SMALL BOX,12838,04/02/2011,04/07/2011,IN STOCK
5710,3-MEDIUM,"$3,416.70",7%,REGULAR AIR,Ellis Ballard,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens 5170I,SMALL BOX,12836,04/01/2011,04/04/2011,IN STOCK
5707,1-URGENT,$526.95,8%,REGULAR AIR,Steven Roelle,WEST,CONSUMER                 ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Acco Keyboard-In-A-Box®,SMALL BOX,12834,03/31/2011,04/02/2011,IN STOCK
5708,1-URGENT,"$1,088.31",0%,REGULAR AIR,Steven Roelle,WEST,CONSUMER                 ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Cordless Access Duo,SMALL BOX,12834,03/31/2011,04/05/2011,IN STOCK
5709,1-URGENT,"$1,852.11",0%,REGULAR AIR,Iggy Osterman,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,T65,SMALL BOX,12835,03/31/2011,04/04/2011,IN STOCK
5704,5-LOW,$28.75,7%,REGULAR AIR,Frank Olsen,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 345,WRAP BAG,12832,03/30/2011,04/16/2011,OUT OF STOCK
5705,5-LOW,"$4,263.54",10%,REGULAR AIR,Frank Olsen,WEST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 2170,SMALL BOX,12833,03/30/2011,04/07/2011,IN STOCK
5706,5-LOW,$763.17,3%,EXPRESS AIR,Frank Olsen,WEST,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,Prism CD-Recordable Discs,SMALL PACK,12833,03/30/2011,04/08/2011,IN STOCK
5701,2-HIGH,$165.62,10%,REGULAR AIR,Laura Armstrong,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 491,SMALL BOX,12830,03/29/2011,03/31/2011,IN STOCK
5702,5-LOW,"$4,138.81",4%,DELIVERY TRUCK,Jennifer Patt,EAST,CORPORATE                ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Hon Valutask™ Swivel Chairs,JUMBO DRUM,12831,03/29/2011,04/01/2011,IN STOCK
5703,5-LOW,"$7,836.20",5%,REGULAR AIR,Jennifer Patt,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 6360,SMALL BOX,12831,03/29/2011,04/10/2011,IN STOCK
5697,4-NOT SPECIFIED,$124.47,4%,REGULAR AIR,Patrick O'Brill,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 324,WRAP BAG,12827,03/28/2011,04/03/2011,IN STOCK
5698,5-LOW,$170.91,8%,REGULAR AIR,Yoseph Carroll-Englig,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 347,WRAP BAG,12828,03/28/2011,03/31/2011,IN STOCK
5699,5-LOW,"$6,605.66",2%,REGULAR AIR,Yoseph Carroll-Englig,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 6162,SMALL BOX,12828,03/28/2011,04/20/2011,IN STOCK
5700,1-URGENT,$224.74,10%,REGULAR AIR,Tonja Turnell,EAST,CORPORATE                ,OFFICE SUPPLIES,ENVELOPES,COLORED ENVELOPES,Pastel Pink Envelopes,SMALL BOX,12829,03/28/2011,04/01/2011,IN STOCK
5694,4-NOT SPECIFIED,$169.65,10%,EXPRESS AIR,Meg O'Connel,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 216,SMALL BOX,12826,03/27/2011,03/28/2011,IN STOCK
5695,4-NOT SPECIFIED,$117.09,2%,REGULAR AIR,Meg O'Connel,WEST,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HEAVY DUTY BINDERS,Acco Hanging Data Binders,SMALL BOX,12826,03/27/2011,03/30/2011,IN STOCK
5696,4-NOT SPECIFIED,$198.43,1%,REGULAR AIR,Meg O'Connel,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1930,SMALL BOX,12826,03/27/2011,03/30/2011,IN STOCK
5690,5-LOW,"$1,947.49",8%,REGULAR AIR,Iggy Osterman,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 5180,SMALL BOX,12824,03/25/2011,03/28/2011,IN STOCK
5691,5-LOW,"$2,625.47",4%,REGULAR AIR,Iggy Osterman,EAST,HOME OFFICE              ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,CARDBOARD STORAGE,Fellowes Econo/Stor® Drawers,SMALL BOX,12824,03/25/2011,04/01/2011,IN STOCK
5692,5-LOW,$761.09,2%,REGULAR AIR,Iggy Osterman,EAST,HOME OFFICE              ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HEAVY DUTY BINDERS,Vinyl Sectional Post Binders,SMALL BOX,12824,03/25/2011,04/11/2011,IN STOCK
5693,2-HIGH,"$3,063.22",9%,REGULAR AIR,Rose O'Brian-Murray,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,CF 768,SMALL BOX,12825,03/25/2011,03/31/2011,IN STOCK
5687,4-NOT SPECIFIED,"$2,436.49",1%,EXPRESS AIR,Yoseph Carroll-Englig,WEST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,I888,SMALL BOX,12823,03/24/2011,03/28/2011,IN STOCK
5688,4-NOT SPECIFIED,$266.25,3%,REGULAR AIR,Yoseph Carroll-Englig,WEST,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HANGING BINDERS,Binder Posts,SMALL BOX,12823,03/24/2011,03/29/2011,IN STOCK
5689,4-NOT SPECIFIED,$304.99,6%,REGULAR AIR,Yoseph Carroll-Englig,WEST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,R280,SMALL BOX,12823,03/24/2011,03/30/2011,IN STOCK
5684,4-NOT SPECIFIED,$147.87,0%,EXPRESS AIR,Laura Armstrong,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1920,SMALL BOX,12821,03/22/2011,03/26/2011,IN STOCK
5685,1-URGENT,$27.82,8%,REGULAR AIR,Jas O'Carroll,EAST,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 311,WRAP BAG,12822,03/22/2011,03/27/2011,IN STOCK
5686,1-URGENT,$119.33,5%,REGULAR AIR,Jas O'Carroll,EAST,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1981,SMALL BOX,12822,03/22/2011,03/28/2011,IN STOCK
5673,1-URGENT,"$1,139.51",5%,REGULAR AIR,Grace Kelly,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1915,SMALL BOX,12817,03/21/2011,03/24/2011,IN STOCK
5674,1-URGENT,$327.00,10%,EXPRESS AIR,Peter McVee,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 228,SMALL BOX,12818,03/21/2011,03/22/2011,IN STOCK
5675,1-URGENT,"$1,220.08",0%,REGULAR AIR,Peter McVee,EAST,CORPORATE                ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,"Memorex 4.7GB DVD+RW, 3/Pack",SMALL PACK,12818,03/21/2011,03/24/2011,IN STOCK
5676,1-URGENT,$533.55,8%,REGULAR AIR,Peter McVee,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,V66,SMALL BOX,12818,03/21/2011,03/25/2011,IN STOCK
5677,1-URGENT,"$2,413.17",9%,REGULAR AIR,Peter McVee,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 788,SMALL BOX,12818,03/21/2011,03/26/2011,IN STOCK
5678,2-HIGH,"$5,324.39",9%,REGULAR AIR,MaryBeth Skach,WEST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,i85s,SMALL BOX,12819,03/21/2011,03/26/2011,IN STOCK
5679,2-HIGH,$43.03,4%,REGULAR AIR,MaryBeth Skach,WEST,HOME OFFICE              ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell Chalk Holder,WRAP BAG,12819,03/21/2011,03/26/2011,IN STOCK
5680,3-MEDIUM,$691.80,1%,REGULAR AIR,Laura Armstrong,EAST,CORPORATE                ,FURNITURE,OFFICE FURNISHINGS,DESK LAMPS,Tensor Computer Mounted Lamp,LARGE BOX,12820,03/21/2011,03/25/2011,IN STOCK
5681,3-MEDIUM,$518.80,2%,REGULAR AIR,Laura Armstrong,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 477,SMALL BOX,12820,03/21/2011,03/26/2011,IN STOCK
5682,3-MEDIUM,$276.65,2%,REGULAR AIR,Laura Armstrong,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 229,SMALL BOX,12820,03/21/2011,03/26/2011,IN STOCK
5683,3-MEDIUM,$284.00,9%,REGULAR AIR,Laura Armstrong,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 225,SMALL BOX,12820,03/21/2011,03/27/2011,IN STOCK
5672,3-MEDIUM,$568.69,10%,REGULAR AIR,Maxwell Schwartz,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1886,SMALL BOX,12816,03/20/2011,03/28/2011,IN STOCK
5667,5-LOW,$345.69,2%,REGULAR AIR,Paul Prost,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,WRITINGS PADS,White GlueTop Scratch Pads,WRAP BAG,12813,03/19/2011,03/22/2011,IN STOCK
5668,5-LOW,"$2,459.77",1%,EXPRESS AIR,Paul Prost,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,T65,SMALL BOX,12813,03/19/2011,03/28/2011,OUT OF STOCK
5669,2-HIGH,$507.64,4%,REGULAR AIR,William Brown,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,Fiskars® Softgrip Scissors,SMALL PACK,12814,03/19/2011,03/22/2011,IN STOCK
5670,3-MEDIUM,$106.67,9%,REGULAR AIR,Sue Ann Reed-Freeman,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,DIXON Oriole® Pencils,WRAP BAG,12815,03/19/2011,03/22/2011,IN STOCK
5671,3-MEDIUM,$303.48,3%,REGULAR AIR,Sue Ann Reed-Freeman,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 486,SMALL BOX,12815,03/19/2011,03/24/2011,IN STOCK
5656,5-LOW,"$2,007.17",0%,REGULAR AIR,Patrick O'Brill,WEST,CORPORATE                ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Letter Size Cart,SMALL BOX,12809,03/17/2011,03/30/2011,IN STOCK
5657,3-MEDIUM,"$5,073.11",8%,REGULAR AIR,Michael Oakman,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 788,SMALL BOX,12810,03/17/2011,03/19/2011,IN STOCK
5658,3-MEDIUM,$796.67,5%,REGULAR AIR,Michael Oakman,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,Poly Designer Cover & Back,SMALL BOX,12810,03/17/2011,03/23/2011,IN STOCK
5659,3-MEDIUM,$356.89,8%,REGULAR AIR,Michael Oakman,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Recycled Easel Ring Binders,SMALL BOX,12810,03/17/2011,03/24/2011,IN STOCK
5660,1-URGENT,"$3,381.74",5%,REGULAR AIR,Nona Balk,CENTRAL,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,R289LX,SMALL BOX,12811,03/17/2011,03/20/2011,IN STOCK
5661,1-URGENT,$22.45,7%,EXPRESS AIR,Nona Balk,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,RUBBER BANDS,PAPER CLIPS,Staples Gold Paper Clips,WRAP BAG,12811,03/17/2011,03/20/2011,IN STOCK
5662,1-URGENT,$108.40,1%,EXPRESS AIR,Heather Jas-Hannaway,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 202,SMALL BOX,12812,03/17/2011,03/18/2011,IN STOCK
5663,1-URGENT,$91.21,3%,REGULAR AIR,Heather Jas-Hannaway,WEST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery File Folder Labels,SMALL BOX,12812,03/17/2011,03/20/2011,IN STOCK
5664,1-URGENT,"$5,121.23",9%,REGULAR AIR,Heather Jas-Hannaway,WEST,CORPORATE                ,FURNITURE,TABLES,END TABLES,Hon 5100 Series Wood Tables,LARGE BOX,12812,03/17/2011,03/21/2011,IN STOCK
5665,1-URGENT,$89.65,0%,EXPRESS AIR,Heather Jas-Hannaway,WEST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 511,SMALL BOX,12812,03/17/2011,03/23/2011,IN STOCK
5666,1-URGENT,$236.38,9%,REGULAR AIR,Heather Jas-Hannaway,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1919,SMALL BOX,12812,03/17/2011,03/24/2011,IN STOCK
5650,2-HIGH,"$2,181.82",5%,REGULAR AIR,Sheri Gordon,EAST,CORPORATE                ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,SHELVING,Safco Industrial Shelving,LARGE BOX,12805,03/16/2011,03/19/2011,IN STOCK
5651,2-HIGH,$692.73,1%,REGULAR AIR,Sheri Gordon,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1893,SMALL BOX,12805,03/16/2011,03/21/2011,IN STOCK
5652,2-HIGH,"$1,417.70",6%,REGULAR AIR,David Flashing,EAST,CORPORATE                ,OFFICE SUPPLIES,APPLIANCES,VACUUM CLEANERS,Euro-Pro Shark Turbo Vacuum,LARGE BOX,12806,03/16/2011,03/19/2011,IN STOCK
5653,5-LOW,$840.46,0%,REGULAR AIR,Shui Tom,EAST,CONSUMER                 ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 8260,SMALL BOX,12807,03/16/2011,03/19/2011,IN STOCK
5654,5-LOW,$64.15,10%,EXPRESS AIR,Shui Tom,EAST,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1899,SMALL BOX,12807,03/16/2011,04/03/2011,OUT OF STOCK
5655,3-MEDIUM,$844.11,9%,EXPRESS AIR,Robert Marley,WEST,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Acco Keyboard-In-A-Box®,SMALL BOX,12808,03/16/2011,03/21/2011,IN STOCK
5648,2-HIGH,"$2,692.55",4%,REGULAR AIR,Sheri Gordon,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1941,SMALL BOX,12804,03/15/2011,03/17/2011,IN STOCK
5649,2-HIGH,$84.48,10%,REGULAR AIR,Sheri Gordon,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1957,SMALL BOX,12804,03/15/2011,03/23/2011,IN STOCK
5643,3-MEDIUM,"$1,425.58",8%,REGULAR AIR,Sharelle Roach-McGee,CENTRAL,CONSUMER                 ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory38,SMALL PACK,12801,03/14/2011,03/18/2011,IN STOCK
5644,3-MEDIUM,$478.38,9%,REGULAR AIR,Sharelle Roach-McGee,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,APPLIANCES,SURGE PROTECTORS,Staples 6 Outlet Surge,SMALL BOX,12801,03/14/2011,03/19/2011,IN STOCK
5645,3-MEDIUM,$257.66,4%,REGULAR AIR,Sharelle Roach-McGee,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 485,SMALL BOX,12801,03/14/2011,03/21/2011,IN STOCK
5646,5-LOW,"$1,822.14",3%,DELIVERY TRUCK,Dario Medina,EAST,HOME OFFICE              ,FURNITURE,TABLES,MEETING ROOM TABLES,KI Conference Tables,JUMBO BOX,12802,03/14/2011,03/28/2011,IN STOCK
5647,3-MEDIUM,$408.55,6%,EXPRESS AIR,Naresj Patel,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory15,SMALL PACK,12803,03/14/2011,03/18/2011,IN STOCK
5640,4-NOT SPECIFIED,$533.24,7%,REGULAR AIR,Seth Vernon,EAST,HOME OFFICE              ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 485,SMALL BOX,12798,03/13/2011,03/20/2011,IN STOCK
